,Open,High,Low,Close,Adj Close,Volume
2018-10-08 21:17:55.533943,76.61179766450662,76.89472938669992,76.15413346215762,76.52443142442877,76.52443142442877,1622006
2018-10-09 21:17:55.533943,77.74076462339467,78.77204074877538,75.45462190642938,77.11333132760238,77.11333132760238,716613
2018-10-10 21:17:55.533943,75.50347058013702,76.62786626889525,74.97770489076943,75.80278557983233,75.80278557983233,566204
2018-10-11 21:17:55.533943,73.31384683967275,73.44460596420532,73.0084659270935,73.22653594564942,73.22653594564942,1193933
2018-10-12 21:17:55.533943,70.02554258907925,73.0209457052575,68.90159377767,70.96126974146375,70.96126974146375,1082036
2018-10-15 21:17:55.533943,69.24139407170166,69.80170450625504,68.94357434830259,69.37263942727881,69.37263942727881,632347
2018-10-16 21:17:55.533943,67.30701164956646,69.6348718469844,66.93553069630646,68.28520127164542,68.28520127164542,456674
2018-10-17 21:17:55.533943,67.55892661142853,68.83799094097267,67.36750954311736,68.10275024204502,68.10275024204502,973291
2018-10-18 21:17:55.533943,66.34268359527422,68.06211641375151,65.70626698715962,66.88419170045557,66.88419170045557,578892
2018-10-19 21:17:55.533943,67.28353883104614,69.13033173688464,65.48366351347477,67.3069976251797,67.3069976251797,844187
2018-10-22 21:17:55.533943,66.45173900046612,68.2223997191536,65.85677282493924,67.03958627204642,67.03958627204642,939956
2018-10-23 21:17:55.533943,67.47381100970773,67.61053547743712,66.52091437542049,67.06572492642881,67.06572492642881,1221765
2018-10-24 21:17:55.533943,66.91386249850326,71.80798548401124,65.13227804652851,68.47013176526988,68.47013176526988,2612246
2018-10-25 21:17:55.533943,67.12228538906744,67.89231261494942,66.19626746090196,67.04429003792569,67.04429003792569,1022149
2018-10-26 21:17:55.533943,67.98223901780048,68.19706290105914,66.93294132285097,67.56500211195505,67.56500211195505,653218
2018-10-29 21:17:55.533943,67.60804945672957,68.56739678203671,66.55564597842654,67.56152138023162,67.56152138023162,1719529
2018-10-30 21:17:55.533943,67.11028022552502,67.50219378038382,66.83903386436343,67.17061382237362,67.17061382237362,1340135
2018-10-31 21:17:55.533943,68.31324470630341,68.9443422601405,67.58200987315271,68.26317606664661,68.26317606664661,947516
2018-11-01 21:17:55.533943,69.10883112847407,70.28032456474097,68.45110555513448,69.36571505993773,69.36571505993773,979388
2018-11-02 21:17:55.533943,67.57362824205698,69.47449710820688,66.94068873422087,68.20759292121387,68.20759292121387,888146
2018-11-05 21:17:55.533943,68.33714923801509,69.10525210390689,66.89057223284708,67.99791216837698,67.99791216837698,838406
2018-11-06 21:17:55.533943,67.92722702815173,69.82950532877283,66.88378917599306,68.35664725238294,68.35664725238294,750260
2018-11-07 21:17:55.533943,68.52260634574196,69.07586987232577,66.99445825785568,68.03516406509073,68.03516406509073,482374
2018-11-08 21:17:55.533943,69.61219970250866,70.88668381568908,66.65159292482176,68.76913837025542,68.76913837025542,834170
2018-11-09 21:17:55.533943,69.26949464503339,70.78631656336823,67.477518886801,69.1319177250846,69.1319177250846,1900718
2018-11-12 21:17:55.533943,72.1755170867047,72.92903984338614,70.0002188363016,71.46462933984387,71.46462933984387,664230
2018-11-13 21:17:55.533943,68.8952747626387,71.89557951554437,67.17822902046882,69.5369042680066,69.5369042680066,833945
2018-11-14 21:17:55.533943,70.32012774406566,71.75149805536647,67.04390676572174,69.3977024105441,69.3977024105441,489778
2018-11-15 21:17:55.533943,68.73967390771955,69.45183277058902,67.1196138071083,68.28572328884866,68.28572328884866,1553829
2018-11-16 21:17:55.533943,68.91893512686153,69.89000066389941,68.20223413946935,69.04611740168438,69.04611740168438,1261366
2018-11-19 21:17:55.533943,66.81730693499283,68.29489578341952,65.86236986284477,67.07863282313215,67.07863282313215,510226
2018-11-20 21:17:55.533943,67.67181693561936,68.48556459781027,66.53760154874936,67.51158307327982,67.51158307327982,290962
2018-11-21 21:17:55.533943,67.54460328882865,67.55720363870778,65.97003516865603,66.7636194036819,66.7636194036819,1285048
2018-11-22 21:17:55.533943,65.76512622736956,67.06466622900776,64.7359871552192,65.90032669211348,65.90032669211348,433889
2018-11-23 21:17:55.533943,63.928693804082435,65.50959271939233,62.92934669975002,64.21946970957117,64.21946970957117,1427990
2018-11-26 21:17:55.533943,64.56805822948186,65.17548763153324,62.21820643021108,63.69684703087216,63.69684703087216,589681
2018-11-27 21:17:55.533943,65.04784806689172,67.38331669361362,62.54764614362439,64.965481418619,64.965481418619,1271009
2018-11-28 21:17:55.533943,65.47792874858312,66.17048660033178,63.727556382269974,64.94902149130088,64.94902149130088,938856
2018-11-29 21:17:55.533943,66.45220210899994,66.72014339372329,64.68011933629448,65.70013136500889,65.70013136500889,639498
2018-11-30 21:17:55.533943,65.86656075651754,69.64756000657653,65.77658367234952,67.71207183946302,67.71207183946302,629042
2018-12-03 21:17:55.533943,68.03674016297103,68.64260302611056,67.4532254613133,68.04791424371193,68.04791424371193,1049703
2018-12-04 21:17:55.533943,67.34643150820118,67.6757111460865,67.0850230287501,67.3803670874183,67.3803670874183,582775
2018-12-05 21:17:55.533943,67.2657983204083,69.41215005700508,66.51395683674164,67.96305344687336,67.96305344687336,1418225
2018-12-06 21:17:55.533943,66.49928318001092,68.1630828149362,66.46473630301698,67.31390955897659,67.31390955897659,542149
2018-12-07 21:17:55.533943,66.01379554391828,67.60484075843644,65.83282791445484,66.71883433644564,66.71883433644564,972938
2018-12-10 21:17:55.533943,64.96035631300063,65.48877466278117,64.37375113979519,64.93126290128818,64.93126290128818,784645
2018-12-11 21:17:55.533943,65.46925599562668,68.15905863367053,63.91317955867272,66.03611909617162,66.03611909617162,879052
2018-12-12 21:17:55.533943,65.4725874207913,65.8898643029031,65.29414457984768,65.5920044413754,65.5920044413754,564031
2018-12-13 21:17:55.533943,65.8910134417763,67.31368556689314,64.32734516722077,65.82051536705696,65.82051536705696,709781
2018-12-14 21:17:55.533943,64.2670270194316,65.62995783159919,63.60491122505933,64.61743452832926,64.61743452832926,246779
2018-12-17 21:17:55.533943,66.76239345926389,67.65525472695431,62.62377028756641,65.13951250726036,65.13951250726036,539697
2018-12-18 21:17:55.533943,63.69325595336688,66.10703838757642,62.42311767391978,64.2650780307481,64.2650780307481,634623
2018-12-19 21:17:55.533943,64.44846598197014,64.55831770575007,63.67005004734024,64.11418387654516,64.11418387654516,740533
2018-12-20 21:17:55.533943,65.12490623989228,66.70828150398685,63.58835442342727,65.14831796370706,65.14831796370706,1660869
2018-12-21 21:17:55.533943,65.64450570502518,67.47899324855764,64.71193894865958,66.09546609860861,66.09546609860861,605487
2018-12-24 21:17:55.533943,65.72554244020132,67.06771510517754,65.09723866667663,66.08247688592708,66.08247688592708,1523901
2018-12-25 21:17:55.533943,65.1297298822144,65.48447643690041,62.56598722997739,64.0252318334389,64.0252318334389,641725
2018-12-26 21:17:55.533943,67.81664930101124,68.25565979345723,66.90917388989668,67.58241684167695,67.58241684167695,663980
2018-12-27 21:17:55.533943,69.31109838035557,70.92005299249992,68.5877430554166,69.75389802395826,69.75389802395826,384812
2018-12-28 21:17:55.533943,70.74805302921713,71.80201871155903,69.56063947296435,70.68132909226169,70.68132909226169,1150007
2018-12-31 21:17:55.533943,69.00975457220616,70.36560939247872,69.00975457220616,69.74346911567173,69.04603442451501,887547
2019-01-01 21:17:55.533943,69.02926722027553,70.49457683349175,68.73529274920807,69.61493479134991,68.9187854434364,1004374
2019-01-02 21:17:55.533943,68.66156083759326,69.72290717307727,68.17929271924939,68.95109994616334,68.2615889467017,877768
2019-01-03 21:17:55.533943,70.00295154697177,71.96845955129511,69.13510828149226,70.55178391639369,69.84626607722976,917889
2019-01-04 21:17:55.533943,72.33183922283291,73.260721687031,68.53950268637814,70.90011218670458,70.19111106483753,907198
2019-01-07 21:17:55.533943,69.53390956925526,70.32416171308817,69.51658434398986,69.92037302853902,69.22116929825363,2506388
2019-01-08 21:17:55.533943,68.33094134726623,70.76368272962632,67.9248511191271,69.34426692437671,68.65082425513295,640721
2019-01-09 21:17:55.533943,70.94669233196228,71.5439573606755,70.00024348200422,70.77210042133987,70.06437941712647,2521802
2019-01-10 21:17:55.533943,73.08593058294652,74.86326047260904,70.84607770946523,72.85466909103714,72.12612240012676,1481648
2019-01-11 21:17:55.533943,74.63563223712804,76.42308505234473,73.38031545430525,74.90170025332499,74.15268325079174,1149708
2019-01-14 21:17:55.533943,76.30906888507052,76.30906888507052,75.58930793656536,75.9445271419236,75.18508187050436,1126469
2019-01-15 21:17:55.533943,76.0277408063644,76.95180286407722,74.27838525205925,75.61509405806824,74.85894311748756,158351
2019-01-16 21:17:55.533943,71.97105407288362,72.36979044971362,70.3175565213738,71.34367348554372,70.63023675068828,1040646
2019-01-17 21:17:55.533943,71.72922576116328,72.19047751671967,71.2908252270391,71.74065137187938,71.02324485816058,566207
2019-01-18 21:17:55.533943,71.53798528171102,72.5424135787169,70.96286435982627,71.75263896927159,71.03511257957886,2160163
2019-01-21 21:17:55.533943,71.61936891814021,73.1833862173549,70.7127110406828,71.94804862901886,71.22856814272866,649502
2019-01-22 21:17:55.533943,72.4076522941801,72.8415548990445,71.22302125423101,72.03228807663776,71.31196519587138,747554
